customer_id,first_name,last_name,email,phone,age,gender,country,city,signup_date,signup_source,segment,is_subscribed,total_orders,total_spent,avg_order_value,last_order_date
10034,Tracie,Wyatt,traciewyatt@outlook.com,264.752.5534,39,M,Canada,New Jessica,2023-04-02,Organic,Active,False,0,0.0,0,
10035,Samarth,Murthy,samarth87@email.com,+914624751079,57,F,India,Srinagar,2023-11-10,Organic,New,False,0,0.0,0,
10036,Tanay,Toor,tanay.t@email.com,02513542784,40,F,India,Begusarai,2024-06-12,Social,Active,False,1,14627.28,14627.28,2024-07-11
10037,Carl,Gentry,carlgentry@hotmail.com,001-553-676-7242,32,M,USA,Hurstfurt,2024-01-16,Organic,Active,False,0,0.0,0,
10038,Chandani,Chawla,chandani_chawla@hotmail.com,+914118244935,25,F,India,Bilaspur,2023-10-31,Social,At Risk,True,0,0.0,0,
10039,Michael,Osborn,not-valid-email,(387)810-1226,42,M,USA,Carlsonmouth,2024-04-11,Organic,Active,True,0,0.0,0,
10040,Yashasvi,Suresh,yashasvisuresh@email.com,00164005242,24,F,India,Suryapet,2024-08-27,Referral,Churned,True,0,0.0,0,
10041,Prisha,Andra,prishaandra@gmail.com,,40,Other,India,Aizawl,2023-09-28,Referral,Churned,True,0,0.0,0,
10042,Janya,Baral,janya81@email.com,03315869232,34,M,India,Haridwar,2023-02-03,Organic,At Risk,True,0,0.0,0,
10043,Jason,Gallagher,jasongallagher@gmail.com,16155940,24,F,Australia,Herrerafurt,2022-12-27,Email,VIP,True,0,0.0,0,
10044,Allison,Maddox,allison86@email.com,9182451462,36,F,USA,Teresaburgh,2023-10-12,Social,At Risk,False,0,0.0,0,
10045,Aryan,Gola,aryan_gola@yahoo.com,5634216073,41,F,India,Jaunpur,2024-07-10,Referral,Active,True,0,0.0,0,
10046,William,Rodriguez,william.r@gmail.com,+1-948-293-2528x8095,41,F,USA,West Natashaport,2023-04-26,Social,VIP,False,0,0.0,0,
10047,Frank,Gray,frank_gray@gmail.com,(435) 030-5641 x395,25,F,Canada,Fostermouth,2023-11-09,Organic,Active,True,0,0.0,0,
10048,John,Allen,john_allen@hotmail.com,001-411-671-8227,32,F,USA,Brandtside,2022-01-13,Organic,Active,True,1,1413.64,1413.64,2022-11-17
10049,Heinz-Jürgen,Heintze,heinz-jürgen_heintze@hotmail.com,09083 86379,35,F,Germany,Altötting,2023-03-26,Organic,Active,True,0,0.0,0,
10050,Inaya,Mody,inaya80@yahoo.com,+913036541458,22,F,India,Jorhat,2022-02-25,Paid Search,New,True,0,0.0,0,
10051,Ricky,Barker,ricky.b@outlook.com,0113 4960265,18,F,UK,Deanborough,2023-03-10,Organic,Churned,True,0,0.0,0,
10052,Garima,Bala,garima3@email.com,+914294019655,37,Other,India,Medininagar,2022-04-17,Referral,New,False,0,0.0,0,
10053,Yasti,D’Alia,yasti3@yahoo.com,09340608835,29,F,India,Coimbatore,2022-11-09,Social,New,False,0,0.0,0,
10054,Ganga,Murthy,ganga.murthy@hotmail.com,,27,F,India,Bidar,2022-12-02,Paid Search,Churned,True,0,0.0,0,
10055,Ladli,Ghosh,ladli10@yahoo.com,9468044369,50,M,India,Kirari Suleman Nagar,2023-05-13,Organic,New,True,0,0.0,0,
10056,Riya,Sathe,riya_sathe@outlook.com,,26,F,India,Tirupati,2024-01-29,Paid Search,At Risk,True,0,0.0,0,
10057,Umang,Issac,umangissac@email.com,+910037917693,31,M,India,Shimla,2024-06-10,Social,Active,True,0,0.0,0,
10058,Mugdha,Kohli,mugdha.k@hotmail.com,+910163287083,20,F,India,Sirsa,2023-05-18,Paid Search,Active,False,1,4832.1,4832.1,2023-10-30
10059,Karina,Vaughn,karina.v@gmail.com,001-246-557-8713x315,37,M,USA,North Chad,2023-01-08,Paid Search,New,False,0,0.0,0,
10060,Crystal,Perez,crystal.perez@hotmail.com,4519834738,27,F,USA,Port Thomas,2023-05-10,Paid Search,Active,True,0,0.0,0,
10061,Christian,Carter,christiancarter@gmail.com,+61-495-931-034,38,M,Australia,South Michellefurt,2024-04-08,Organic,Active,False,0,0.0,0,
10062,Kiaan,Shetty,kiaan_shetty@outlook.com,8895798687,27,M,India,Fatehpur,2023-07-09,Organic,At Risk,False,0,0.0,0,
10063,Richard,Davis,richard_davis@yahoo.com,+1-565-966-7010x65133,44,M,USA,South Isaiah,2023-07-21,Organic,At Risk,False,0,0.0,0,
10064,Katy,Freudenberger,katy.freudenberger@yahoo.com,0542351161,42,M,Germany,Ilmenau,2022-09-17,Paid Search,Churned,False,0,0.0,0,
10065,Shivani,Lad,shivani.l@gmail.com,+914873471434,32,F,India,Imphal,2024-08-19,Social,Churned,True,0,0.0,0,
10066,Joshua,Reid,joshua10@email.com,(03)55341928,48,F,Australia,West Steven,2022-04-20,Organic,Active,False,0,0.0,0,
10067,Faris,Devi,farisdevi@hotmail.com,+913623166587,38,F,India,Ghaziabad,2024-02-19,Paid Search,New,True,0,0.0,0,
10068,Samuel,Salvi,samuelsalvi@gmail.com,09096705466,33,M,India,Morbi,2023-03-09,Social,Active,False,6,48623.6,8103.93,2023-05-16
10069,Tom,Warner,tom.warner@email.com,0141 4960155,34,M,UK,Samuelmouth,2023-04-20,Paid Search,VIP,True,0,0.0,0,
10070,Douglas,Taylor,douglastaylor@hotmail.com,(184) 969-6532 x871,24,M,Canada,East Courtneychester,2024-05-20,Organic,Active,False,0,0.0,0,
10071,Steven,Baxter,steven96@hotmail.com,478-810-8013,37,M,USA,Olsonfurt,2023-08-15,Referral,New,False,2,8777.04,4388.52,2023-10-09
10072,Theodore,Mahajan,theodore_mahajan@hotmail.com,07065627298,28,,India,Singrauli,2023-10-23,Paid Search,New,True,1,25985.39,25985.39,2023-12-02
10073,Dörte,Hettner,dörte.hettner@outlook.com,+49(0)7816184959,26,F,Germany,Vilsbiburg,2022-12-25,Paid Search,Churned,True,0,0.0,0,
10074,Joseph,Schaefer,joseph.s@gmail.com,0435-030-564,32,F,Australia,South Robinshire,2024-04-16,Organic,New,True,0,0.0,0,
10075,Avi,Chacko,avi_chacko@hotmail.com,6272046537,38,F,India,Naihati,2022-06-30,Paid Search,New,False,1,7900.1,7900.1,2022-11-12
10076,Ladli,Mall,ladli_mall@hotmail.com,04170805310,25,F,India,Shahjahanpur,2022-04-22,Organic,Active,False,0,0.0,0,
10077,Ryan,Bahri,ryan_bahri@outlook.com,2327193745,37,M,India,Medininagar,2022-09-06,Paid Search,Churned,False,0,0.0,0,
10078,Rachel,Martin,rachel_martin@yahoo.com,5646746872,35,F,USA,North Beth,2022-08-29,Paid Search,Active,True,0,0.0,0,
10079,Amy,Adkins,amy_adkins@email.com,3094788208,61,M,USA,New Carlosbury,2022-10-24,Organic,At Risk,True,0,0.0,0,
10080,Ishwar,Gade,ishwar44@email.com,01904966319,25,M,India,Kota,2023-07-02,Email,Active,False,0,0.0,0,
10081,Richard,David,richard.d@hotmail.com,001-739-690-9169,46,F,USA,Lake Jennifer,2023-11-12,Organic,Active,False,1,14670.33,14670.33,2024-01-15
10082,Christof,Bien,christof.bien@yahoo.com,(03413) 16475,28,F,Germany,Kemnath,2023-10-14,Social,Churned,True,0,0.0,0,
10083,Nancy,Edwards,nancyedwards@email.com,+61-476-724-238,49,,Australia,Juliechester,2024-10-25,Organic,At Risk,True,0,0.0,0,
10084,Charvi,Dara,charvidara@yahoo.com,0586518506,29,F,India,Aligarh,2022-06-03,Referral,Churned,True,0,0.0,0,
10085,Rachita,Pathak,rachita.p@hotmail.com,7262849877,35,F,India,Guntakal,2024-09-26,Email,Active,False,0,0.0,0,
10086,Amrita,Naidu,amrita.naidu@email.com,,35,M,India,Anantapur,2024-06-27,Email,Active,True,0,0.0,0,
10087,Qabil,Sura,qabil_sura@yahoo.com,+915454948083,18,M,India,New Delhi,2023-01-04,Social,VIP,True,0,0.0,0,
10088,Paula,Harvey,paula.h@email.com,0141 496 0184,50,F,UK,Melissaborough,2024-07-30,Paid Search,Active,True,3,10886.37,3628.79,2024-09-02
10089,Candace,Cruz,candace.c@outlook.com,884-801-8451 x462,42,F,Canada,Lake Nancyview,2024-05-18,Organic,Active,True,0,0.0,0,
10090,Niharika,Suresh,niharika.s@outlook.com,3777014363,51,F,India,Amaravati,2023-08-28,Paid Search,Active,True,0,0.0,0,
10091,Rachael,Ross,rachael_ross@hotmail.com,0387101226,53,M,Australia,Port Patrickmouth,2023-08-10,Social,Active,False,0,0.0,0,
10092,Allison,Maddox,allison.maddox@yahoo.com,1845 1462,35,F,Australia,Smithview,2022-03-22,Paid Search,New,True,0,0.0,0,
10093,Jyoti,Solanki,jyotisolanki@yahoo.com,8568557444,18,F,India,Jamshedpur,2024-01-20,Organic,Churned,True,0,0.0,0,
10094,Reyansh,Mutti,reyansh_mutti@outlook.com,+918233749894,33,M,India,Jammu,2022-06-04,Organic,New,True,0,0.0,0,
10095,Chaman,Karan,chaman_karan@outlook.com,02408240084,34,F,India,Pallavaram,2022-01-29,Organic,Active,True,1,991.82,991.82,2022-07-10
10096,Harshil,Arora,harshilarora@outlook.com,4777520471,46,M,India,Rewa,2024-08-23,Organic,New,True,0,0.0,0,
10097,Vyanjana,Borah,vyanjana_borah@outlook.com,0229413186,28,F,India,Nagaon,2022-08-27,Social,Active,True,1,7078.82,7078.82,2023-03-16
10098,Geraldine,Rees,geraldine48@email.com,029 2018341,20,M,UK,Port Oliver,2024-05-08,Referral,Active,False,0,0.0,0,
10099,Lajita,Seshadri,lajita.s@outlook.com,04964990913,42,M,India,Bilaspur,2023-03-21,Organic,Active,True,3,32188.16,10729.39,2023-06-12
10100,Finn,Dugar,finn_dugar@outlook.com,+912812067974,44,M,India,Ahmednagar,2023-07-20,Paid Search,Active,False,0,0.0,0,
10101,Bhavya,Mandal,bhavya.m@gmail.com,7134936183,41,F,India,Shimoga,2023-05-14,Paid Search,Active,True,0,0.0,0,
10102,Lucky,Bora,luckybora@yahoo.com,+912499471746,38,M,India,Orai,2022-01-06,Organic,Active,True,6,53877.2,8979.53,2022-10-11
10103,Wakeeta,Sarma,wakeeta.s@yahoo.com,+919065940139,27,M,India,Agartala,2023-05-03,Referral,Active,True,0,0.0,0,
10104,John,Foster,john47@email.com,+1-647-451-0799x11838,22,F,USA,Nicolebury,2022-08-12,Organic,VIP,True,0,0.0,0,
10105,Mike,Moore,mike_moore@gmail.com,+1-649-380-8412,22,M,USA,Lake Angelaview,2024-04-02,Paid Search,VIP,True,0,0.0,0,
10106,Juan,Clark,juan36@yahoo.com,634-487-4016x40052,32,,USA,Arnoldchester,2023-10-28,Social,Active,True,0,0.0,0,
10107,Banjeet,Gill,banjeetgill@hotmail.com,08742967175,27,M,India,Thoothukudi,2024-05-30,Organic,New,True,0,0.0,0,
10108,Teresa,Gill,teresagill@outlook.com,(614) 893-2528 x809,29,F,Canada,Smithstad,2024-08-29,Paid Search,New,False,0,0.0,0,
10109,Ekani,Cheema,ekani72@hotmail.com,+915674680715,28,M,India,North Dumdum,2023-11-07,Social,Active,False,0,0.0,0,
10110,Ann,Rodriguez,ann.r@outlook.com,001-728-205-9826x204,44,M,USA,Jasonbury,2023-12-22,Social,Active,True,1,14157.64,14157.64,2024-01-05
10111,Jack,Raval,jack.r@gmail.com,0876038597,18,M,India,Faridabad,2023-04-09,Social,Active,True,0,0.0,0,
10112,Elizabeth,Gomez,raCHita.p@HoTmail.COM,+1-469-723-2260,35,F,USA,Phambury,2022-11-15,Paid Search,New,True,0,0.0,0,
10113,Samar,Loke,samar28@outlook.com,2477109324,47,M,India,Suryapet,2022-08-22,Social,New,False,0,0.0,0,
10114,Joseph,Cobb,joseph.cobb@hotmail.com,560-573-3754,28,M,USA,Lake Jamesmouth,2023-02-23,Organic,Active,False,0,0.0,0,
10115,Norman,Häring,norman_häring@yahoo.com,(04192) 83276,39,F,Germany,Soltau,2023-04-17,Organic,Churned,True,0,0.0,0,
10116,Jessica,White,YASh.gaDE@EmAiL.com,+4428 9018 0525,27,F,UK,Rhysview,2023-11-14,Organic,Active,False,0,0.0,0,
10117,Nikita,Chander,nikita.chander@yahoo.com,+911712748467,39,F,India,Latur,2022-10-27,Paid Search,New,True,0,0.0,0,
10118,Natasha,Decker,natasha97@email.com,1-330-391-1718,29,F,Canada,Lake Thomas,2024-07-08,Paid Search,Active,True,0,0.0,0,
10119,Tanmayi,Dhillon,tanmayi_dhillon@email.com,03982146584,35,M,India,Ichalkaranji,2024-06-24,Referral,Active,True,0,0.0,0,
10120,Joshua,Jones,joshua.jones@outlook.com,001-345-886-8501x42940,55,F,USA,Jessicamouth,2022-07-04,Organic,At Risk,False,5,51338.88,10267.78,2023-01-01
10121,Samuel,Joyce,samueljoyce@hotmail.com,569-734-0608,39,F,USA,Jonesmouth,2023-10-21,Paid Search,Active,False,0,0.0,0,
10122,Rita,Cross,ritacross@gmail.com,+44(0)28 9018 0192,30,M,UK,East Bethany,2022-03-22,Organic,New,False,0,0.0,0,
10123,Chanchal,Suri,chanchal44@email.com,+917875588675,40,M,India,Mathura,2022-04-18,Referral,Active,True,0,0.0,0,
10124,Heidi,Roht,heidi.r@hotmail.com,+49(0) 503056413,39,M,Germany,Freudenstadt,2022-06-16,Social,New,True,0,0.0,0,
10125,Leela,Kaur,leela40@gmail.com,00576627028,45,F,India,Salem,2024-02-11,Paid Search,VIP,True,3,97563.58,32521.19,2024-04-26
10126,Ria,Chaudhry,ria_chaudhry@gmail.com,7026217459,51,F,India,Jodhpur,2024-01-12,Paid Search,New,True,0,0.0,0,
10127,Falguni,Walla,falguni.w@yahoo.com,05780913431,38,F,India,Navi Mumbai,2022-07-27,Social,Churned,True,0,0.0,0,
10128,Andrea,Baker,andreabaker@hotmail.com,+1 (238) 346-5787,21,F,Canada,East Caleb,2022-11-29,Social,Churned,False,0,0.0,0,
10129,Jessica,Dixon,jessica57@yahoo.com,+4428 9018835,57,M,UK,East Ryanmouth,2023-08-07,Social,New,False,1,2828.46,2828.46,2024-03-11
10130,Teresa,Gill,teresa48@yahoo.com,0414 893 252,51,M,Australia,Lake Tracyville,2024-06-21,Email,Active,False,7,61636.16,8805.17,2024-08-21
10131,Harish,Sawhney,harish.sawhney@yahoo.com,+914005045562,35,F,India,Bettiah,2024-09-11,Paid Search,Churned,True,0,0.0,0,
10132,Nisha,Gole,nisha58@outlook.com,+912196937923,48,M,India,Rohtak,2022-10-29,Organic,At Risk,True,0,0.0,0,
10133,Cindy,Alvarado,cindy.a@email.com,448-546-5648,19,F,USA,Ortegafurt,2023-04-28,Paid Search,At Risk,True,0,0.0,0,
10134,Tripti,Kumer,tripti.kumer@yahoo.com,0748217594,19,M,India,Chandrapur,2023-08-11,Paid Search,New,True,0,0.0,0,
10135,Sarah,Koch,sarahkoch@gmail.com,(03)-0391-1718,57,M,Australia,West Donna,2022-11-03,Social,Active,True,0,0.0,0,
10136,Danielle,Johnson,danielle82@email.com,533-521-8196x001,48,M,Singapore,New Jamesside,2024-07-25,Organic,New,False,0,0.0,0,
10137,Erica,Orr,erica.orr@outlook.com,+1-794-968-0443x699,35,M,USA,Ramosborough,2023-12-24,Referral,Active,True,0,0.0,0,
10138,Tanmayi,Mittal,tanmayi65@hotmail.com,+916713695944,34,M,India,Tenali,2022-02-11,Paid Search,New,True,0,0.0,0,
10139,Joanne,Phillips,joanne.phillips@outlook.com,+44117 496 0953,18,M,UK,Byrnemouth,2023-11-12,Paid Search,Active,True,0,0.0,0,
10140,Anvi,Anand,anvianand@email.com,0974395339,48,F,India,Durgapur,2022-10-04,Paid Search,At Risk,True,0,0.0,0,
10141,William,Leon,william_leon@outlook.com,001-221-248-9513x4332,46,M,USA,South Cheryl,2024-08-27,Organic,Active,True,0,0.0,0,
10142,Kayla,Gibson,kayla_gibson@gmail.com,+1-993-267-6320x1632,50,M,USA,Port David,2024-03-30,Social,New,True,0,0.0,0,
10143,Dennis,Marshall,dennis.marshall@hotmail.com,589.657.9868x72774,32,F,USA,Simsview,2024-05-19,Referral,New,False,0,0.0,0,
10144,Gunbir,Baral,gunbir58@outlook.com,07095214562,30,M,India,Mira-Bhayandar,2024-05-22,Organic,VIP,False,0,0.0,0,
10145,Jasmit,Wali,jasmit_wali@gmail.com,4247451712,38,M,India,Sikar,2024-01-15,Referral,New,False,0,0.0,0,
10146,Jasmit,Chana,jasmitchana@yahoo.com,,19,M,India,Muzaffarpur,2024-01-21,Paid Search,Active,True,0,0.0,0,
10147,Scott,Reeves,scottreeves@gmail.com,845.458.1223,18,M,USA,North Robert,2024-01-22,Email,Active,False,0,0.0,0,
10148,Urishilla,Bakshi,urishilla.b@hotmail.com,8593174612,55,F,India,Agra,2023-06-18,Referral,At Risk,False,0,0.0,0,
10149,Daksha,Tailor,dakshatailor@gmail.com,+911382675869,38,F,India,Vijayanagaram,2024-06-30,Organic,New,True,0,0.0,0,
10150,Gerdi,Ortmann,gerdiortmann@outlook.com,0724238849,18,F,Germany,Roth,2022-12-23,Organic,Churned,True,0,0.0,0,
10151,Hardik,Suri,gUnBir58@oUtlooK.COM,6405377351,37,M,India,Tinsukia,2022-09-22,Paid Search,At Risk,False,0,0.0,0,
10152,Roderich,Klotz,roderich45@yahoo.com,+49(0) 287101226,23,M,Germany,Kusel,2023-08-05,Organic,New,False,0,0.0,0,
10153,Andrew,Spencer,andrewspencer@hotmail.com,(401) 031-0518,54,M,Canada,Elizabethborough,2022-11-12,Referral,Active,True,0,0.0,0,
10154,Jagrati,Bhat,jagrati6@gmail.com,04317139005,47,M,India,Cuttack,2023-06-27,Organic,Active,False,0,0.0,0,
10155,Samesh,Biswas,sameshbiswas@outlook.com,3933529042,27,M,India,Panvel,2024-04-11,Paid Search,Active,False,0,0.0,0,
10156,Zashil,Ghosh,zashil.g@outlook.com,+910205395024,18,M,India,Cuttack,2023-12-09,Social,Active,False,0,0.0,0,
10157,Gareth,Pritchard,gareth.pritchard@yahoo.com,(0118) 496 0884,28,F,UK,Bartlettfurt,2022-04-14,Paid Search,New,True,0,0.0,0,
10158,Linda,Lloyd,linda.l@hotmail.com,+44(0)1154960871,36,M,UK,Port Jamieberg,2023-01-24,Social,New,True,0,0.0,0,
10159,Mark,Owens,markowens@hotmail.com,2367690967,43,F,USA,Karenchester,2023-03-17,Social,Active,True,0,0.0,0,
10160,Amanda,Navarro,amanda_navarro@gmail.com,+1-937-434-6706x562,28,M,USA,South Brittanytown,2022-10-02,Referral,Active,True,0,0.0,0,
10161,Robert,Cole,robert.cole@hotmail.com,302-765-4235x116,37,F,Singapore,Cassandraton,2024-03-02,Social,Active,False,0,0.0,0,
10162,Christopher,Patterson,christopher.p@email.com,820.646.5375x564,18,F,USA,South Andrewside,2024-01-19,Organic,VIP,True,0,0.0,0,
10163,Oviya,Vora,oviya_vora@email.com,+911775891783,40,M,India,Saharsa,2022-11-02,Paid Search,Churned,False,0,0.0,0,
10164,Charvi,Shanker,charvi.s@outlook.com,0076617711,37,M,India,Narasaraopet,2024-09-30,Email,VIP,False,0,0.0,0,
10165,Stacey,Martin,stacey_martin@gmail.com,0496 383 465,35,M,Australia,Lammouth,2023-06-28,Referral,Active,True,0,0.0,0,
10166,Brett,Crane,brettcrane@hotmail.com,510.403.3092,35,M,USA,Caldwellshire,2023-05-12,Organic,New,False,0,0.0,0,
10167,Manbir,Bhatti,manbir65@email.com,+914998569847,32,F,India,Navi Mumbai,2024-08-23,Social,VIP,True,3,29217.71,9739.24,2024-09-24
10168,Stacie,Marshall,stacie.m@hotmail.com,852-899-1241x904,29,F,USA,North Brittany,2022-12-21,Organic,At Risk,True,0,0.0,0,
10169,Amber,Cummings,amber_cummings@outlook.com,237-631-1656 x670,35,F,Canada,South Jessicaville,2023-01-29,Social,New,False,0,0.0,0,
10170,Ishwar,Kale,ishwar_kale@email.com,07365766156,47,M,India,Rohtak,2023-12-16,Paid Search,VIP,True,6,111462.19,18577.03,2024-03-21
10171,John,Lee,johnlee@email.com,126-247-3178 x108,29,M,Canada,Port Melindaburgh,2023-08-18,Social,Churned,True,0,0.0,0,
10172,Kavya,Dua,kavya35@hotmail.com,7111161528,52,M,India,Dharmavaram,2023-07-11,Organic,Active,True,0,0.0,0,
10173,Forum,Das,forum_das@gmail.com,05604945198,34,M,India,Bhatpara,2023-11-08,Social,New,True,0,0.0,0,
10174,David,Walker,davidwalker@email.com,(02).9839.3010,37,M,Australia,East Rebecca,2023-08-12,Paid Search,VIP,False,0,0.0,0,
10175,Michele,Jones,michele_jones@gmail.com,0773829973,21,,Australia,Aguirreborough,2022-12-27,Organic,Active,False,3,21972.14,7324.05,2023-06-08
10176,Maria,Sanchez,maria.sanchez@outlook.com,001-749-219-0586x518,39,F,USA,Shortville,2023-09-04,Organic,Active,True,0,0.0,0,
10177,Vasatika,Kapur,vasatika_kapur@yahoo.com,+915851493689,27,M,India,Narasaraopet,2023-07-13,Email,New,False,0,0.0,0,
10178,Clinton,Hopkins,clintonhopkins@outlook.com,(08)67010651,49,M,Australia,South James,2022-12-26,Paid Search,Churned,False,0,0.0,0,
10179,Ryan,Cox,,626.728.4987x769,28,M,USA,Port Sarah,2023-05-24,Paid Search,New,True,0,0.0,0,
10180,Joshua,Hayes,joshua.h@outlook.com,001-779-696-5075x27354,42,F,USA,Angelahaven,2023-04-29,Organic,New,True,0,0.0,0,
10181,Richard,Olson,richard.olson@outlook.com,+1 (902) 606-4746,38,F,Canada,Mooreport,2023-08-28,Paid Search,Churned,True,3,32794.2,10931.4,2023-09-29
10182,Amara,Balakrishnan,amara61@hotmail.com,+914455022961,39,M,India,Ludhiana,2023-03-24,Social,Active,True,0,0.0,0,
10183,Gavin,Wali,gavin.wali@hotmail.com,+916675254599,28,F,India,Faridabad,2023-02-19,Paid Search,New,True,0,0.0,0,
10184,Stacy,Miller,stacy_miller@gmail.com,001-567-683-7770x1436,37,M,USA,Thomashaven,2022-04-24,Social,At Risk,True,0,0.0,0,
10185,Nachiket,Dugar,nachiket.dugar@email.com,0147679764,42,F,India,Anand,2023-03-23,Referral,At Risk,False,0,0.0,0,
10186,Ralf-Dieter,Schenk,ralf-dieter.s@email.com,08480 184514,48,F,Germany,Ebermannstadt,2024-04-17,Social,VIP,False,0,0.0,0,
10187,Ishaan,Pai,ishaan_pai@email.com,01497840369,32,M,India,Chennai,2022-06-14,Social,At Risk,True,0,0.0,0,
10188,Udo,Adler,udoadler@hotmail.com,+49(0)8281 48932,36,F,Germany,Zossen,2022-01-08,Organic,At Risk,True,0,0.0,0,
10189,Maurice,Barajas,mauricebarajas@email.com,+1-555-774-4431,18,F,USA,Lake Amandaburgh,2023-07-19,Paid Search,Churned,False,0,0.0,0,
10190,Samarth,Mitra,samarthmitra@gmail.com,+912445107622,43,F,India,Katihar,2022-05-18,Email,VIP,True,0,0.0,0,
